Date,Price
12/1/2015,"Rp567,000.00"
12/2/2015,"Rp567,000.00"
12/3/2015,"Rp566,000.00"
12/4/2015,"Rp567,000.00"
12/5/2015,"Rp566,000.00"
12/7/2015,"Rp568,000.00"
12/8/2015,"Rp567,000.00"
12/10/2015,"Rp567,000.00"
12/11/2015,"Rp568,000.00"
12/12/2015,"Rp568,000.00"
12/14/2015,"Rp568,000.00"
12/15/2015,"Rp567,000.00"
12/16/2015,"Rp567,000.00"
12/17/2015,"Rp567,000.00"
12/18/2015,"Rp566,000.00"
12/21/2015,"Rp567,000.00"
12/22/2015,"Rp567,000.00"
12/23/2015,"Rp565,000.00"
12/28/2015,"Rp565,000.00"
12/29/2015,"Rp565,000.00"
12/30/2015,"Rp565,000.00"
12/31/2015,"Rp565,000.00"
1/4/2016,"Rp565,000.00"
1/5/2016,"Rp566,000.00"
1/6/2016,"Rp566,000.00"
1/7/2016,"Rp567,000.00"
1/8/2016,"Rp569,000.00"
1/9/2016,"Rp568,000.00"
1/11/2016,"Rp568,000.00"
1/12/2016,"Rp567,000.00"
1/13/2016,"Rp565,000.00"
1/14/2016,"Rp566,000.00"
1/15/2016,"Rp563,000.00"
1/16/2016,"Rp562,000.00"
1/18/2016,"Rp565,000.00"
1/19/2016,"Rp565,000.00"
1/20/2016,"Rp565,000.00"
1/21/2016,"Rp567,000.00"
1/22/2016,"Rp567,000.00"
1/23/2016,"Rp565,000.00"
1/25/2016,"Rp564,000.00"
1/26/2016,"Rp567,000.00"
1/27/2016,"Rp572,000.00"
1/28/2016,"Rp573,000.00"
1/29/2016,"Rp570,000.00"
1/29/2016,"Rp570,000.00"
1/30/2016,"Rp568,000.00"
2/1/2016,"Rp568,000.00"
2/1/2016,"Rp568,000.00"
2/2/2016,"Rp567,000.00"
2/3/2016,"Rp566,000.00"
2/4/2016,"Rp570,000.00"
2/5/2016,"Rp572,000.00"
2/6/2016,"Rp578,000.00"
2/9/2016,"Rp584,000.00"
2/10/2016,"Rp582,000.00"
2/11/2016,"Rp581,000.00"
2/12/2016,"Rp593,000.00"
2/13/2016,"Rp595,000.00"
2/15/2016,"Rp594,000.00"
2/16/2016,"Rp586,000.00"
2/17/2016,"Rp580,000.00"
2/18/2016,"Rp583,000.00"
2/19/2016,"Rp593,000.00"
2/20/2016,"Rp595,000.00"
2/22/2016,"Rp594,000.00"
2/23/2016,"Rp583,000.00"
2/24/2016,"Rp587,000.00"
2/25/2016,"Rp587,000.00"
2/26/2016,"Rp591,000.00"
2/27/2016,"Rp584,000.00"
2/29/2016,"Rp584,000.00"
3/1/2016,"Rp593,000.00"
3/2/2016,"Rp588,000.00"
3/3/2016,"Rp590,000.00"
3/4/2016,"Rp594,000.00"
3/5/2016,"Rp591,000.00"
3/7/2016,"Rp593,000.00"
3/8/2016,"Rp590,000.00"
3/9/2016,"Rp591,000.00"
3/10/2016,"Rp588,000.00"
3/11/2016,"Rp595,000.00"
3/12/2016,"Rp586,000.00"
3/14/2016,"Rp585,000.00"
3/15/2016,"Rp580,000.00"
3/15/2016,"Rp580,000.00"
3/16/2016,"Rp579,000.00"
3/17/2016,"Rp593,000.00"
3/18/2016,"Rp591,000.00"
3/21/2016,"Rp587,000.00"
3/22/2016,"Rp585,000.00"
3/23/2016,"Rp587,000.00"
3/24/2016,"Rp578,000.00"
3/26/2016,"Rp579,000.00"
3/28/2016,"Rp580,000.00"
3/29/2016,"Rp583,000.00"
3/30/2016,"Rp592,000.00"
3/31/2016,"Rp583,000.00"
4/1/2016,"Rp584,000.00"
4/2/2016,"Rp580,000.00"
4/4/2016,"Rp582,000.00"
4/5/2016,"Rp579,000.00"
4/6/2016,"Rp586,000.00"
4/7/2016,"Rp584,000.00"
4/8/2016,"Rp589,000.00"
4/9/2016,"Rp586,000.00"
4/11/2016,"Rp589,000.00"
4/12/2016,"Rp594,000.00"
4/13/2016,"Rp592,000.00"
4/14/2016,"Rp588,000.00"
4/15/2016,"Rp585,000.00"
4/16/2016,"Rp585,000.00"
4/18/2016,"Rp586,000.00"
4/19/2016,"Rp586,000.00"
4/20/2016,"Rp592,000.00"
4/21/2016,"Rp587,000.00"
4/22/2016,"Rp590,000.00"
4/23/2016,"Rp587,000.00"
4/25/2016,"Rp585,000.00"
4/26/2016,"Rp586,000.00"
4/27/2016,"Rp589,000.00"
4/28/2016,"Rp591,000.00"
4/29/2016,"Rp598,000.00"
4/30/2016,"Rp608,000.00"
5/2/2016,"Rp608,000.00"
5/3/2016,"Rp606,000.00"
5/4/2016,"Rp605,000.00"
5/7/2016,"Rp603,000.00"
5/9/2016,"Rp607,000.00"
5/10/2016,"Rp603,000.00"
5/11/2016,"Rp602,000.00"
5/12/2016,"Rp606,000.00"
5/13/2016,"Rp602,000.00"
5/14/2016,"Rp605,000.00"
5/16/2016,"Rp606,000.00"
5/17/2016,"Rp606,000.00"
5/18/2016,"Rp607,000.00"
5/19/2016,"Rp604,000.00"
5/20/2016,"Rp608,000.00"
5/21/2016,"Rp608,000.00"
5/23/2016,"Rp606,000.00"
5/24/2016,"Rp606,000.00"
5/25/2016,"Rp601,000.00"
5/26/2016,"Rp600,000.00"
5/27/2016,"Rp599,000.00"
5/28/2016,"Rp599,000.00"
5/30/2016,"Rp595,000.00"
5/31/2016,"Rp597,000.00"
6/1/2016,"Rp598,000.00"
6/2/2016,"Rp598,000.00"
6/3/2016,"Rp597,000.00"
6/4/2016,"Rp605,000.00"
6/6/2016,"Rp606,000.00"
6/7/2016,"Rp603,000.00"
6/8/2016,"Rp598,000.00"
6/9/2016,"Rp602,000.00"
6/10/2016,"Rp602,000.00"
6/11/2016,"Rp608,000.00"
6/13/2016,"Rp609,000.00"
6/14/2016,"Rp612,000.00"
6/15/2016,"Rp614,000.00"
6/16/2016,"Rp616,000.00"
6/16/2016,"Rp623,000.00"
6/17/2016,"Rp610,000.00"
6/18/2016,"Rp621,000.00"
6/20/2016,"Rp614,000.00"
6/21/2016,"Rp610,000.00"
6/22/2016,"Rp603,000.00"
6/23/2016,"Rp602,000.00"
6/24/2016,"Rp601,000.00"
6/24/2016,"Rp617,000.00"
6/25/2016,"Rp628,000.00"
6/27/2016,"Rp630,000.00"
6/28/2016,"Rp628,000.00"
6/29/2016,"Rp620,000.00"
6/30/2016,"Rp616,000.00"
7/1/2016,"Rp619,000.00"
7/11/2016,"Rp638,000.00"
7/12/2016,"Rp632,000.00"
7/13/2016,"Rp622,000.00"
7/14/2016,"Rp627,000.00"
7/15/2016,"Rp621,000.00"
7/16/2016,"Rp624,000.00"
7/18/2016,"Rp622,000.00"
7/18/2016,"Rp622,000.00"
7/19/2016,"Rp621,000.00"
7/20/2016,"Rp622,000.00"
7/21/2016,"Rp617,000.00"
7/22/2016,"Rp625,000.00"
7/23/2016,"Rp620,000.00"
7/25/2016,"Rp620,000.00"
7/26/2016,"Rp620,000.00"
7/27/2016,"Rp621,000.00"
7/28/2016,"Rp625,000.00"
7/28/2016,"Rp625,000.00"
7/29/2016,"Rp625,000.00"
7/30/2016,"Rp628,000.00"
8/1/2016,"Rp629,000.00"
8/2/2016,"Rp631,000.00"
8/3/2016,"Rp635,000.00"
8/4/2016,"Rp634,000.00"
8/5/2016,"Rp636,000.00"
8/6/2016,"Rp626,000.00"
8/8/2016,"Rp626,000.00"
8/9/2016,"Rp627,000.00"
8/10/2016,"Rp629,000.00"
8/11/2016,"Rp631,000.00"
8/12/2016,"Rp628,000.00"
8/13/2016,"Rp626,000.00"
8/15/2016,"Rp627,000.00"
8/16/2016,"Rp629,000.00"
8/18/2016,"Rp632,000.00"
8/19/2016,"Rp632,000.00"
8/20/2016,"Rp629,000.00"
8/20/2016,"Rp629,000.00"
8/22/2016,"Rp629,000.00"
8/23/2016,"Rp628,000.00"
8/24/2016,"Rp629,000.00"
8/25/2016,"Rp627,000.00"
8/26/2016,"Rp626,000.00"
8/27/2016,"Rp625,000.00"
8/29/2016,"Rp626,000.00"
8/29/2016,"Rp626,000.00"
8/30/2016,"Rp627,000.00"
8/31/2016,"Rp622,000.00"
9/1/2016,"Rp622,000.00"
9/2/2016,"Rp623,000.00"
9/3/2016,"Rp627,000.00"
9/5/2016,"Rp627,000.00"
9/6/2016,"Rp626,000.00"
9/7/2016,"Rp630,000.00"
9/8/2016,"Rp629,000.00"
9/9/2016,"Rp627,000.00"
9/9/2016,"Rp627,000.00"
9/10/2016,"Rp624,000.00"
9/13/2016,"Rp624,000.00"
9/14/2016,"Rp623,000.00"
9/15/2016,"Rp625,000.00"
9/16/2016,"Rp624,000.00"
9/17/2016,"Rp621,000.00"
9/19/2016,"Rp621,000.00"
9/20/2016,"Rp622,000.00"
9/21/2016,"Rp623,000.00"
9/22/2016,"Rp628,000.00"
9/23/2016,"Rp627,000.00"
9/24/2016,"Rp628,000.00"
9/26/2016,"Rp627,000.00"
9/27/2016,"Rp626,000.00"
9/28/2016,"Rp622,000.00"
9/29/2016,"Rp621,000.00"
9/30/2016,"Rp621,000.00"
10/1/2016,"Rp620,000.00"
10/3/2016,"Rp621,000.00"
10/4/2016,"Rp620,000.00"
10/5/2016,"Rp619,000.00"
10/6/2016,"Rp619,000.00"
10/7/2016,"Rp619,000.00"
10/8/2016,"Rp619,000.00"
10/8/2016,"Rp619,000.00"
10/10/2016,"Rp619,000.00"
10/11/2016,"Rp619,000.00"
10/12/2016,"Rp619,000.00"
10/13/2016,"Rp620,000.00"
10/14/2016,"Rp621,000.00"
10/15/2016,"Rp619,000.00"
10/17/2016,"Rp620,000.00"
10/18/2016,"Rp621,000.00"
10/19/2016,"Rp622,000.00"
10/20/2016,"Rp622,000.00"
10/21/2016,"Rp620,000.00"
10/22/2016,"Rp619,000.00"
10/24/2016,"Rp621,000.00"
10/25/2016,"Rp621,000.00"
10/26/2016,"Rp622,000.00"
10/27/2016,"Rp619,000.00"
10/28/2016,"Rp620,000.00"
10/29/2016,"Rp621,000.00"
10/31/2016,"Rp621,000.00"
11/1/2016,"Rp622,000.00"
11/2/2016,"Rp625,000.00"
11/3/2016,"Rp626,000.00"
11/4/2016,"Rp627,000.00"
11/5/2016,"Rp626,000.00"
11/7/2016,"Rp625,000.00"
11/8/2016,"Rp623,000.00"
11/9/2016,"Rp620,000.00"
11/9/2016,"Rp630,000.00"
11/10/2016,"Rp625,000.00"
11/11/2016,"Rp617,000.00"
11/12/2016,"Rp613,000.00"
11/14/2016,"Rp615,000.00"
11/15/2016,"Rp613,000.00"
11/16/2016,"Rp614,000.00"
11/17/2016,"Rp614,000.00"
11/18/2016,"Rp611,000.00"
11/19/2016,"Rp610,000.00"
11/21/2016,"Rp610,000.00"
11/22/2016,"Rp612,000.00"
11/23/2016,"Rp611,000.00"
11/24/2016,"Rp609,000.00"
11/25/2016,"Rp610,000.00"
11/26/2016,"Rp609,000.00"
11/28/2016,"Rp610,000.00"
11/29/2016,"Rp611,000.00"
11/30/2016,"Rp612,000.00"
12/1/2016,"Rp608,000.00"
12/2/2016,"Rp609,000.00"
12/3/2016,"Rp608,000.00"
12/5/2016,"Rp609,000.00"
12/6/2016,"Rp607,000.00"
12/7/2016,"Rp606,000.00"
12/8/2016,"Rp606,000.00"
12/9/2016,"Rp605,000.00"
12/10/2016,"Rp605,000.00"
12/13/2016,"Rp604,000.00"
12/14/2016,"Rp604,000.00"
12/15/2016,"Rp603,000.00"
12/16/2016,"Rp602,000.00"
12/17/2016,"Rp605,000.00"
12/19/2016,"Rp606,000.00"
12/20/2016,"Rp605,000.00"
12/21/2016,"Rp603,000.00"
12/22/2016,"Rp604,000.00"
12/23/2016,"Rp603,000.00"
12/24/2016,"Rp604,000.00"
12/27/2016,"Rp605,000.00"
12/28/2016,"Rp606,000.00"
12/29/2016,"Rp607,000.00"
12/30/2016,"Rp608,000.00"
1/3/2017,"Rp606,000.00"
1/4/2017,"Rp606,000.00"
1/5/2017,"Rp607,000.00"
1/6/2017,"Rp606,000.00"
1/7/2017,"Rp600,000.00"
1/9/2017,"Rp602,000.00"
1/10/2017,"Rp605,000.00"
1/11/2017,"Rp605,000.00"
1/12/2017,"Rp607,000.00"
1/13/2017,"Rp607,000.00"
1/14/2017,"Rp608,000.00"
1/16/2017,"Rp609,000.00"
1/17/2017,"Rp610,000.00"
1/18/2017,"Rp613,000.00"
1/19/2017,"Rp610,000.00"
1/20/2017,"Rp611,000.00"
1/21/2017,"Rp611,000.00"
1/23/2017,"Rp613,000.00"
1/24/2017,"Rp613,000.00"
1/25/2017,"Rp610,000.00"
1/26/2017,"Rp607,000.00"
1/27/2017,"Rp602,000.00"
1/30/2017,"Rp603,000.00"
1/31/2017,"Rp603,000.00"
2/1/2017,"Rp607,000.00"
2/2/2017,"Rp607,000.00"
2/3/2017,"Rp609,000.00"
2/4/2017,"Rp611,000.00"
2/6/2017,"Rp610,000.00"
2/7/2017,"Rp612,000.00"
2/8/2017,"Rp612,000.00"
2/9/2017,"Rp614,000.00"
2/10/2017,"Rp608,000.00"
2/11/2017,"Rp610,000.00"
2/13/2017,"Rp609,000.00"
2/14/2017,"Rp608,000.00"
2/16/2017,"Rp610,000.00"
2/17/2017,"Rp612,000.00"
2/18/2017,"Rp610,000.00"
2/20/2017,"Rp611,000.00"
2/21/2017,"Rp610,000.00"
2/22/2017,"Rp611,000.00"
2/23/2017,"Rp611,000.00"
2/24/2017,"Rp616,000.00"
2/25/2017,"Rp618,000.00"
2/27/2017,"Rp617,000.00"
2/28/2017,"Rp616,000.00"
3/1/2017,"Rp613,000.00"
3/2/2017,"Rp612,000.00"
3/3/2017,"Rp609,000.00"
3/4/2017,"Rp608,000.00"
3/6/2017,"Rp609,000.00"
3/7/2017,"Rp606,000.00"
3/8/2017,"Rp603,000.00"
3/9/2017,"Rp601,000.00"
3/10/2017,"Rp599,000.00"
3/11/2017,"Rp600,000.00"
3/13/2017,"Rp600,000.00"
3/14/2017,"Rp598,000.00"
3/15/2017,"Rp597,000.00"
3/16/2017,"Rp601,000.00"
3/17/2017,"Rp602,000.00"
3/18/2017,"Rp603,000.00"
3/20/2017,"Rp604,000.00"
3/20/2017,"Rp604,000.00"
3/21/2017,"Rp605,000.00"
3/22/2017,"Rp607,000.00"
3/23/2017,"Rp609,000.00"
3/24/2017,"Rp609,000.00"
3/25/2017,"Rp608,000.00"
3/27/2017,"Rp612,000.00"
3/29/2017,"Rp610,000.00"
3/30/2017,"Rp611,000.00"
3/31/2017,"Rp608,000.00"
4/1/2017,"Rp609,000.00"
4/3/2017,"Rp609,000.00"
4/4/2017,"Rp611,000.00"
4/5/2017,"Rp611,000.00"
4/6/2017,"Rp612,000.00"
4/7/2017,"Rp609,000.00"
4/8/2017,"Rp610,000.00"
4/10/2017,"Rp610,000.00"
4/11/2017,"Rp611,000.00"
4/12/2017,"Rp614,000.00"
4/13/2017,"Rp618,000.00"
4/15/2017,"Rp618,000.00"
4/17/2017,"Rp620,000.00"
4/18/2017,"Rp615,000.00"
4/19/2017,"Rp619,000.00"
4/20/2017,"Rp615,000.00"
4/21/2017,"Rp617,000.00"
4/22/2017,"Rp618,000.00"
4/25/2017,"Rp615,000.00"
4/25/2017,"Rp615,000.00"
4/26/2017,"Rp609,000.00"
4/27/2017,"Rp610,000.00"
4/28/2017,"Rp609,000.00"
4/29/2017,"Rp609,000.00"
5/2/2017,"Rp607,000.00"
5/3/2017,"Rp607,000.00"
5/4/2017,"Rp600,000.00"
5/5/2017,"Rp598,000.00"
5/6/2017,"Rp599,000.00"
5/8/2017,"Rp601,000.00"
5/9/2017,"Rp600,000.00"
5/10/2017,"Rp599,000.00"
5/11/2017,"Rp596,000.00"
5/12/2017,"Rp601,000.00"
5/13/2017,"Rp601,000.00"
5/15/2017,"Rp599,000.00"
5/16/2017,"Rp600,000.00"
5/17/2017,"Rp604,000.00"
5/18/2017,"Rp609,000.00"
5/19/2017,"Rp605,000.00"
5/20/2017,"Rp612,000.00"
5/22/2017,"Rp608,000.00"
5/23/2017,"Rp609,000.00"
5/24/2017,"Rp606,000.00"
5/25/2017,"Rp606,000.00"
5/26/2017,"Rp607,000.00"
5/27/2017,"Rp612,000.00"
5/29/2017,"Rp610,000.00"
5/30/2017,"Rp610,000.00"
5/31/2017,"Rp609,000.00"
6/2/2017,"Rp610,000.00"
6/3/2017,"Rp616,000.00"
6/5/2017,"Rp615,000.00"
6/6/2017,"Rp615,000.00"
6/7/2017,"Rp619,000.00"
6/8/2017,"Rp616,000.00"
6/9/2017,"Rp614,000.00"
6/10/2017,"Rp610,000.00"
6/12/2017,"Rp612,000.00"
6/13/2017,"Rp610,000.00"
6/14/2017,"Rp612,000.00"
6/15/2017,"Rp610,000.00"
6/16/2017,"Rp608,000.00"
6/17/2017,"Rp607,000.00"
6/19/2017,"Rp609,000.00"
6/20/2017,"Rp605,000.00"
6/21/2017,"Rp606,000.00"
6/22/2017,"Rp607,000.00"
7/3/2017,"Rp605,000.00"
7/4/2017,"Rp601,000.00"
7/5/2017,"Rp604,000.00"
7/6/2017,"Rp603,000.00"
7/7/2017,"Rp602,000.00"
7/8/2017,"Rp600,000.00"
7/10/2017,"Rp599,000.00"
7/11/2017,"Rp600,000.00"
7/12/2017,"Rp602,000.00"
7/13/2017,"Rp602,000.00"
7/14/2017,"Rp602,000.00"
7/15/2017,"Rp606,000.00"
7/17/2017,"Rp607,000.00"
7/18/2017,"Rp607,000.00"
7/19/2017,"Rp610,000.00"
7/20/2017,"Rp610,000.00"
7/21/2017,"Rp610,000.00"
7/22/2017,"Rp614,000.00"
7/24/2017,"Rp614,000.00"
7/25/2017,"Rp613,000.00"
7/26/2017,"Rp610,000.00"
7/27/2017,"Rp615,000.00"
7/28/2017,"Rp615,000.00"
7/29/2017,"Rp619,000.00"
7/31/2017,"Rp618,000.00"
8/1/2017,"Rp617,000.00"
8/2/2017,"Rp617,000.00"
8/3/2017,"Rp615,000.00"
8/4/2017,"Rp617,000.00"
8/5/2017,"Rp613,000.00"
8/7/2017,"Rp613,000.00"
8/8/2017,"Rp613,000.00"
8/9/2017,"Rp615,000.00"
8/10/2017,"Rp618,000.00"
8/11/2017,"Rp621,000.00"
8/11/2017,"Rp621,000.00"
8/12/2017,"Rp623,000.00"
8/14/2017,"Rp621,000.00"
8/15/2017,"Rp619,000.00"
8/16/2017,"Rp618,000.00"
8/18/2017,"Rp624,000.00"
8/19/2017,"Rp622,000.00"
8/21/2017,"Rp622,000.00"
8/22/2017,"Rp624,000.00"
8/23/2017,"Rp621,000.00"
8/24/2017,"Rp624,000.00"
8/25/2017,"Rp623,000.00"
8/26/2017,"Rp624,000.00"
8/28/2017,"Rp625,000.00"
8/29/2017,"Rp634,000.00"
8/30/2017,"Rp631,000.00"
8/31/2017,"Rp631,000.00"
9/4/2017,"Rp638,000.00"
9/5/2017,"Rp637,000.00"
9/6/2017,"Rp639,000.00"
9/7/2017,"Rp636,000.00"
9/8/2017,"Rp642,000.00"
9/9/2017,"Rp641,000.00"
9/11/2017,"Rp637,000.00"
9/12/2017,"Rp631,000.00"
9/13/2017,"Rp632,000.00"
9/14/2017,"Rp629,000.00"
9/15/2017,"Rp634,000.00"
9/16/2017,"Rp632,000.00"
9/18/2017,"Rp629,000.00"
9/19/2017,"Rp627,000.00"
9/20/2017,"Rp629,000.00"
9/21/2017,"Rp627,000.00"
9/22/2017,"Rp624,000.00"
9/23/2017,"Rp627,000.00"
9/25/2017,"Rp626,000.00"
9/26/2017,"Rp630,000.00"
9/27/2017,"Rp627,000.00"
9/28/2017,"Rp625,000.00"
9/29/2017,"Rp628,000.00"
9/30/2017,"Rp627,000.00"
10/2/2017,"Rp621,000.00"
10/3/2017,"Rp619,000.00"
10/3/2017,"Rp620,000.00"
10/4/2017,"Rp622,000.00"
10/5/2017,"Rp622,000.00"
10/6/2017,"Rp622,000.00"
10/7/2017,"Rp628,000.00"
10/9/2017,"Rp628,000.00"
10/10/2017,"Rp633,000.00"
10/11/2017,"Rp636,000.00"
10/12/2017,"Rp638,000.00"
10/13/2017,"Rp640,000.00"
10/14/2017,"Rp645,000.00"
10/16/2017,"Rp644,000.00"
10/17/2017,"Rp640,000.00"
10/18/2017,"Rp638,000.00"
10/19/2017,"Rp637,000.00"
10/20/2017,"Rp642,000.00"
10/21/2017,"Rp639,000.00"
10/23/2017,"Rp638,000.00"
10/24/2017,"Rp643,000.00"
10/25/2017,"Rp639,000.00"
10/26/2017,"Rp642,000.00"
10/27/2017,"Rp636,000.00"
10/28/2017,"Rp641,000.00"
10/30/2017,"Rp641,000.00"
10/31/2017,"Rp640,000.00"
11/1/2017,"Rp637,000.00"
11/2/2017,"Rp640,000.00"
11/3/2017,"Rp640,000.00"
11/4/2017,"Rp634,000.00"
11/6/2017,"Rp638,000.00"
11/7/2017,"Rp639,000.00"
11/8/2017,"Rp637,000.00"
11/9/2017,"Rp639,000.00"
11/10/2017,"Rp640,000.00"
11/11/2017,"Rp636,000.00"
11/13/2017,"Rp636,000.00"
11/14/2017,"Rp637,000.00"
11/15/2017,"Rp638,000.00"
11/16/2017,"Rp638,000.00"
11/17/2017,"Rp638,000.00"
11/18/2017,"Rp643,000.00"
11/20/2017,"Rp643,000.00"
11/21/2017,"Rp637,000.00"
11/22/2017,"Rp639,000.00"
11/23/2017,"Rp641,000.00"
11/24/2017,"Rp640,000.00"
11/25/2017,"Rp639,000.00"
11/27/2017,"Rp639,000.00"
11/28/2017,"Rp641,000.00"
11/29/2017,"Rp640,000.00"
11/30/2017,"Rp637,000.00"
12/2/2017,"Rp635,000.00"
12/4/2017,"Rp633,000.00"
12/5/2017,"Rp635,000.00"
12/6/2017,"Rp631,000.00"
12/7/2017,"Rp631,000.00"
12/8/2017,"Rp628,000.00"
12/9/2017,"Rp628,000.00"
12/11/2017,"Rp628,000.00"
12/12/2017,"Rp627,000.00"
12/13/2017,"Rp628,000.00"
12/14/2017,"Rp633,000.00"
12/15/2017,"Rp632,000.00"
12/16/2017,"Rp633,000.00"
12/18/2017,"Rp632,000.00"
12/19/2017,"Rp635,000.00"
12/20/2017,"Rp635,000.00"
12/21/2017,"Rp637,000.00"
12/22/2017,"Rp636,000.00"
12/23/2017,"Rp638,000.00"
12/27/2017,"Rp642,000.00"
12/28/2017,"Rp643,000.00"
12/29/2017,"Rp645,000.00"
12/30/2017,"Rp647,000.00"
1/2/2018,"Rp649,000.00"
1/3/2018,"Rp652,000.00"
1/4/2018,"Rp647,000.00"
1/5/2018,"Rp650,000.00"
1/6/2018,"Rp646,000.00"
1/8/2018,"Rp648,000.00"
1/9/2018,"Rp647,000.00"
1/10/2018,"Rp645,000.00"
1/11/2018,"Rp648,000.00"
1/12/2018,"Rp650,000.00"
1/13/2018,"Rp651,000.00"
1/15/2018,"Rp650,000.00"
1/16/2018,"Rp649,000.00"
1/17/2018,"Rp647,000.00"
1/18/2018,"Rp643,000.00"
1/19/2018,"Rp643,000.00"
1/20/2018,"Rp643,000.00"
1/22/2018,"Rp643,000.00"
1/23/2018,"Rp642,000.00"
1/24/2018,"Rp645,000.00"
1/25/2018,"Rp651,000.00"
1/26/2018,"Rp648,000.00"
1/27/2018,"Rp650,000.00"
1/29/2018,"Rp651,000.00"
1/30/2018,"Rp648,000.00"
1/31/2018,"Rp650,000.00"
2/1/2018,"Rp653,000.00"
2/2/2018,"Rp653,000.00"
2/3/2018,"Rp648,000.00"
2/5/2018,"Rp648,000.00"
2/6/2018,"Rp653,000.00"
2/7/2018,"Rp651,000.00"
2/8/2018,"Rp649,000.00"
2/9/2018,"Rp652,000.00"
2/10/2018,"Rp652,000.00"
2/12/2018,"Rp651,000.00"
2/13/2018,"Rp653,000.00"
2/14/2018,"Rp658,000.00"
2/15/2018,"Rp663,000.00"
2/17/2018,"Rp658,000.00"
2/19/2018,"Rp658,000.00"
2/20/2018,"Rp656,000.00"
2/21/2018,"Rp652,000.00"
2/22/2018,"Rp652,000.00"
2/23/2018,"Rp656,000.00"
2/24/2018,"Rp656,000.00"
2/26/2018,"Rp655,000.00"
2/27/2018,"Rp657,000.00"
2/28/2018,"Rp653,000.00"
3/1/2018,"Rp655,000.00"
3/2/2018,"Rp658,000.00"
3/3/2018,"Rp659,000.00"
3/5/2018,"Rp658,000.00"
3/6/2018,"Rp657,000.00"
3/7/2018,"Rp665,000.00"
3/8/2018,"Rp659,000.00"
3/9/2018,"Rp658,000.00"
3/10/2018,"Rp661,000.00"
3/12/2018,"Rp661,000.00"
3/13/2018,"Rp660,000.00"
3/14/2018,"Rp659,000.00"
3/15/2018,"Rp659,000.00"
3/16/2018,"Rp656,000.00"
3/17/2018,"Rp656,000.00"
3/19/2018,"Rp656,000.00"
3/20/2018,"Rp658,000.00"
3/21/2018,"Rp657,000.00"
3/22/2018,"Rp665,000.00"
3/23/2018,"Rp664,000.00"
3/24/2018,"Rp672,000.00"
3/26/2018,"Rp672,000.00"
3/27/2018,"Rp673,000.00"
3/28/2018,"Rp666,000.00"
3/29/2018,"Rp662,000.00"
3/31/2018,"Rp662,000.00"
4/2/2018,"Rp663,000.00"
4/3/2018,"Rp669,000.00"
4/4/2018,"Rp666,000.00"
4/5/2018,"Rp666,000.00"
4/6/2018,"Rp666,000.00"
4/7/2018,"Rp667,000.00"
4/9/2018,"Rp665,000.00"
4/10/2018,"Rp669,000.00"
4/11/2018,"Rp670,000.00"
4/12/2018,"Rp674,000.00"
4/13/2018,"Rp669,000.00"
4/16/2018,"Rp671,000.00"
4/17/2018,"Rp673,000.00"
4/18/2018,"Rp673,000.00"
4/19/2018,"Rp674,000.00"
4/20/2018,"Rp671,000.00"
4/21/2018,"Rp668,000.00"
4/23/2018,"Rp668,000.00"
4/24/2018,"Rp668,000.00"
4/25/2018,"Rp671,000.00"
4/26/2018,"Rp668,000.00"
4/27/2018,"Rp668,000.00"
4/28/2018,"Rp667,000.00"
4/30/2018,"Rp668,000.00"
5/2/2018,"Rp664,000.00"
5/3/2018,"Rp666,000.00"
5/4/2018,"Rp670,000.00"
5/5/2018,"Rp670,000.00"
5/7/2018,"Rp670,000.00"
5/8/2018,"Rp671,000.00"
5/9/2018,"Rp673,000.00"
5/11/2018,"Rp675,000.00"
5/12/2018,"Rp673,000.00"
5/14/2018,"Rp670,000.00"
5/15/2018,"Rp669,000.00"
5/16/2018,"Rp665,000.00"
5/17/2018,"Rp667,000.00"
5/18/2018,"Rp666,000.00"
5/19/2018,"Rp667,000.00"
5/21/2018,"Rp667,000.00"
5/22/2018,"Rp670,000.00"
5/23/2018,"Rp670,000.00"
5/24/2018,"Rp672,000.00"
5/25/2018,"Rp675,000.00"
5/26/2018,"Rp672,000.00"
5/28/2018,"Rp671,000.00"
5/30/2018,"Rp669,000.00"
5/31/2018,"Rp668,000.00"
6/2/2018,"Rp664,000.00"
6/4/2018,"Rp663,000.00"
6/5/2018,"Rp662,000.00"
6/6/2018,"Rp665,000.00"
6/7/2018,"Rp665,000.00"
6/8/2018,"Rp665,000.00"
6/9/2018,"Rp667,000.00"
6/21/2018,"Rp655,000.00"
6/22/2018,"Rp660,000.00"
6/23/2018,"Rp661,000.00"
6/25/2018,"Rp662,000.00"
6/26/2018,"Rp660,000.00"
6/28/2018,"Rp657,000.00"
6/29/2018,"Rp659,000.00"
6/30/2018,"Rp663,000.00"
7/2/2018,"Rp664,000.00"
7/3/2018,"Rp659,000.00"
7/4/2018,"Rp665,000.00"
7/5/2018,"Rp664,000.00"
7/6/2018,"Rp666,000.00"
7/7/2018,"Rp665,000.00"
7/9/2018,"Rp666,000.00"
7/10/2018,"Rp664,000.00"
7/11/2018,"Rp663,000.00"
7/12/2018,"Rp661,000.00"
7/13/2018,"Rp663,000.00"
7/14/2018,"Rp660,000.00"
7/16/2018,"Rp660,000.00"
7/17/2018,"Rp660,000.00"
7/18/2018,"Rp656,000.00"
7/19/2018,"Rp656,000.00"
